hours_since_20110102,year,month,day,temp_surface_40_47N_0_300km,temp_bottom_40_47N_50_1200m,temp_bottom_40_47N_300_500m,temp_bottom_40_47N_0_250m,temp_300_500m_40_47N_300_500m,temp_300_825m_40_47N_500m_300km,temp_1000_1200m_40_47N_1000m_300km,mld_40_47N_500m_300km,ualong_1000_1200m_40_47N_1000m_300km,ualong_surface_40_47N_0_300km,ualong_bottom_40_47N_0_250m,ucross_300_825m_40_47N_500m_300km,ucross_1000_1200m_40_47N_1000m_300km,ucross_surface_40_47N_0_300km,ucross_bottom_40_47N_0_250m
19152,2013,3,10,9.2757,5.6035,5.4224,6.9544,5.4942,4.9136,3.1768,68.868,-0.00056,-0.0388,0.03732,-0.00169,0.00213,-0.00922,-0.00309
19176,2013,3,11,9.279,5.591,5.4168,6.9375,5.4928,4.9086,3.1746,67.952,-0.00521,-0.0428,0.00726,0.00265,0.00295,-0.00511,0.00678
19200,2013,3,12,9.2022,5.5322,5.4064,6.8258,5.4798,4.8933,3.1736,66.571,-0.00311,-0.05861,-0.00449,-0.00132,0.00019,0.00947,0.00761
19224,2013,3,13,9.2448,5.5273,5.4038,6.8167,5.4847,4.8919,3.1736,65.176,-0.00303,-0.03835,0.00692,-0.0014,0.00011,0.02579,0.0064
19248,2013,3,14,9.266,5.5559,5.4364,6.8514,5.5173,4.8933,3.177,63.088,-0.00267,-0.01509,0.04506,-0.00276,-0.0021,0.04785,-0.01131
19272,2013,3,15,9.3176,5.6217,5.4832,6.9419,5.55,4.8975,3.1819,61.039,0.00167,-0.01796,0.09604,-0.00536,-0.00448,0.03951,-0.0203
19296,2013,3,16,9.385,5.1924,5.2766,6.2094,5.3188,4.8958,3.1845,74.866,0.00636,-0.03413,0.12397,-0.00376,-0.00139,0.01081,-0.03641
19320,2013,3,17,9.3637,5.2257,5.2743,6.2741,5.3194,4.895,3.1858,75.28,0.0025,-0.04515,0.09133,-0.00208,-0.00122,-0.00514,-0.01003
19344,2013,3,18,9.2961,5.2438,5.2807,6.2964,5.3309,4.8951,3.1875,75.759,0.00604,-0.04242,0.06573,-0.00271,-0.00286,-0.01736,-0.01354
19368,2013,3,19,9.2376,5.2632,5.2891,6.3226,5.3376,4.8952,3.1889,75.626,0.00599,-0.01548,0.06374,-0.00023,0.00103,0.00176,-0.00942
19392,2013,3,20,9.277,5.3188,5.3078,6.4023,5.3549,4.9089,3.1892,83.148,0.00062,-0.0161,0.05889,-0.0014,0.00131,0.05864,-0.02262
19416,2013,3,21,9.3317,5.3367,5.3052,6.4696,5.3583,4.9056,3.1875,81.268,0.00262,-0.07186,0.03681,0.00276,0.00139,0.03081,-0.00433
19440,2013,3,22,9.2791,5.3442,5.3232,6.4736,5.3829,4.9048,3.1874,79.846,0.00122,-0.07909,0.02155,-0.00177,0.00141,-0.02344,-0.00253
19464,2013,3,23,9.2119,5.3518,5.3381,6.4755,5.3967,4.9066,3.1896,79.84,0.00191,-0.05619,0.04554,0.00063,-0.0001,-0.03041,-0.00437
19488,2013,3,24,9.3643,5.1913,5.254,6.2388,5.319,4.9042,3.1891,67.198,0.00128,-0.04523,0.02027,-0.00058,0.00152,-0.00591,-0.00386
19512,2013,3,25,9.3221,5.1768,5.2482,6.2133,5.3216,4.9038,3.1895,66.907,0.00301,-0.05378,0.00148,0.00152,0.00122,0.00507,0.00857
19536,2013,3,26,9.3018,5.1709,5.2659,6.1664,5.3446,4.9059,3.1915,66.012,0.00323,-0.02977,0.01738,-0.00104,0.0013,-0.00128,0.00253
19560,2013,3,27,9.3054,5.1921,5.296,6.1651,5.369,4.9093,3.1954,64.615,0.00662,-0.01693,0.06547,-0.00049,-0.00114,0.01668,-0.0145
19584,2013,3,28,9.745,5.0065,5.2089,5.8786,5.2701,4.9019,3.1953,66.322,0.00864,-0.01478,0.08197,-0.00153,0.00216,0.01059,-0.02097
19608,2013,3,29,9.8819,5.0289,5.21,5.9184,5.2699,4.9015,3.1966,64.23,0.00685,-0.01455,0.07703,0.00231,0.00174,0.00163,-0.01375
19632,2013,3,30,9.9936,5.0499,5.2013,5.9554,5.2708,4.9013,3.1968,61.018,0.00912,-0.01982,0.06119,-0.00032,0.00175,-0.03142,-0.01412
19656,2013,3,31,10.069,5.0703,5.199,5.9925,5.2731,4.8992,3.196,57.853,0.00676,-0.02517,0.05093,0.00308,0.00415,-0.0293,-0.0103
19680,2013,4,1,10.199,5.1615,5.2444,6.1176,5.3124,4.8929,3.1948,72.522,0.00559,-0.00868,0.04697,0.00193,0.00304,0.00425,-0.01194
19704,2013,4,2,10.301,5.1774,5.252,6.154,5.313,4.8898,3.1932,70.929,0.00558,-0.02754,0.03706,0.0024,0.00404,0.02839,-0.00607
19728,2013,4,3,10.374,5.1878,5.2553,6.1861,5.3154,4.8873,3.1914,69.007,0.00273,-0.03378,0.02619,0.00381,0.00531,0.00519,-0.0068
19752,2013,4,4,10.367,5.2004,5.2604,6.2179,5.3214,4.884,3.1892,66.545,0.00091,-0.01507,0.01649,0.00499,0.00386,0.03466,-0.00207
19776,2013,4,5,10.006,5.6445,5.455,7.017,5.5243,4.89,3.1909,58.936,-0.00148,0.02528,0.04115,0.00053,0.00394,0.08294,-0.01627
19800,2013,4,6,9.9433,5.727,5.484,7.1938,5.5517,4.8881,3.1897,54.484,0.00106,-0.01536,0.07774,0.00316,0.00242,0.14105,-0.03328
19824,2013,4,7,9.936,5.8036,5.499,7.3696,5.5635,4.8867,3.1895,52.361,0.00203,-0.06447,0.08286,0.00261,0.00388,0.06841,-0.02444
19848,2013,4,8,9.9399,5.8345,5.5045,7.4582,5.5702,4.8831,3.1875,49.958,0.00137,-0.07628,0.04807,0.00331,0.00289,0.00707,-0.00758
19872,2013,4,9,9.8561,5.8949,5.5179,7.5882,5.603,4.8801,3.1868,44.92,-0.00036,-0.07346,0.00961,0.00238,0.005,-0.03572,0.00463
19896,2013,4,10,9.8629,5.8478,5.4789,7.5345,5.5839,4.8775,3.1857,45.306,-0.00027,-0.05121,-0.02591,0.00495,0.00356,0.01735,0.01252
19920,2013,4,11,9.9306,5.7785,5.4366,7.4424,5.5653,4.8733,3.1832,43.919,0.00032,-0.09834,-0.05741,0.00275,0.00413,-0.01082,0.02209
19944,2013,4,12,9.9191,5.7024,5.3985,7.3273,5.5489,4.8713,3.1828,43.087,-0.00108,-0.09983,-0.06194,0.00335,0.00278,-0.0432,0.02575
19968,2013,4,13,9.791,5.5062,5.3338,6.9416,5.4802,4.8672,3.184,39.743,0.00177,-0.11746,-0.03716,-0.00039,0.00048,-0.02039,0.01432
19992,2013,4,14,9.7051,5.506,5.335,6.9344,5.4798,4.8686,3.186,41.203,0.00622,-0.12474,0.01333,-3e-05,-0.00042,-0.0362,-0.00059
20016,2013,4,15,9.6215,5.5315,5.3563,6.9623,5.4928,4.8726,3.1908,43.581,0.00752,-0.10215,0.02436,-0.00179,-0.00154,-0.05601,-0.00189
20040,2013,4,16,9.5672,5.543,5.3719,6.9755,5.4991,4.8732,3.1927,45.796,0.01085,-0.11424,0.01073,0.00121,-0.00118,-0.06067,0.00331
20064,2013,4,17,9.7747,5.3678,5.2813,6.6827,5.4045,4.8671,3.1913,47.994,0.01148,-0.10989,-0.0387,-0.0012,0.00266,-0.05547,0.02258
20088,2013,4,18,9.7907,5.3167,5.2582,6.5865,5.3893,4.8633,3.1896,47.358,0.00784,-0.0845,-0.07645,0.00487,0.00133,-0.02073,0.02939
20112,2013,4,19,9.8207,5.2768,5.236,6.4929,5.3809,4.8635,3.1897,46.427,0.01062,-0.11606,-0.08233,8e-05,-0.00028,0.00993,0.03056
20136,2013,4,20,9.9208,5.2517,5.2378,6.4268,5.3898,4.8634,3.1897,44.247,0.01189,-0.12395,-0.04425,0.00049,0.00068,-0.01977,0.01585
20160,2013,4,21,10.224,5.1637,5.1927,6.2884,5.3468,4.8617,3.1914,41.911,0.0121,-0.10837,0.01009,-0.0006,-0.00122,-0.03547,-0.00096
20184,2013,4,22,10.277,5.1775,5.2043,6.3085,5.3498,4.8636,3.1927,40.849,0.01324,-0.09899,0.01865,0.00072,-0.00094,-0.07787,0.00303
20208,2013,4,23,10.318,5.1944,5.2282,6.3128,5.3659,4.867,3.195,40.066,0.01201,-0.07916,0.01791,-0.00097,-0.00152,-0.11744,0.00526
20232,2013,4,24,10.393,5.2243,5.2726,6.3176,5.3944,4.8713,3.1982,39.245,0.01373,-0.06903,0.06253,-0.00269,-0.00287,-0.10856,-0.0111
20256,2013,4,25,10.393,4.8486,5.1456,5.5452,5.2417,4.862,3.1977,39.273,0.01665,-0.06718,0.08569,0.00032,-0.00134,-0.09509,-0.02105
20280,2013,4,26,10.604,4.8793,5.1568,5.5897,5.2403,4.8636,3.1993,37.315,0.01621,-0.03201,0.0907,-0.00181,-0.00117,-0.04671,-0.021
20304,2013,4,27,10.899,4.9121,5.1753,5.6292,5.2534,4.866,3.2012,35.546,0.01556,-0.04234,0.08988,6e-05,-0.00109,-0.00762,-0.02368
20328,2013,4,28,10.902,4.9454,5.1985,5.6566,5.263,4.8696,3.2042,32.764,0.01673,-0.06945,0.10532,-0.00098,-0.00144,-0.03154,-0.02491
20352,2013,4,29,10.633,4.5981,5.014,5.0216,5.0954,4.873,3.2044,44.152,0.01589,-0.10854,0.11181,-0.00098,0.00102,-0.03226,-0.03793
20376,2013,4,30,10.588,4.5993,4.9844,5.0297,5.0845,4.8728,3.2041,43.87,0.01339,-0.11464,0.07498,0.0049,0.00211,-0.08367,-0.00912
20400,2013,5,1,10.492,4.6012,4.971,4.9988,5.0901,4.8753,3.2055,45.06,0.0114,-0.09289,0.02675,0.00042,0.00091,-0.10747,0.00192
20424,2013,5,2,10.456,4.634,4.9703,5.0024,5.0953,4.8779,3.2079,45.784,0.01136,-0.0753,0.06153,0.00021,0.00063,-0.0963,-0.01265
20448,2013,5,3,10.932,4.4931,4.8725,4.7425,5.0002,4.8784,3.2081,42.604,0.01182,-0.09793,0.0922,0.00183,0.00124,-0.10142,-0.02686
20472,2013,5,4,11.039,4.5138,4.846,4.7947,4.9961,4.8747,3.2064,40.619,0.00948,-0.11653,0.06191,0.00374,0.00352,-0.11764,-0.01478
20496,2013,5,5,11.191,4.532,4.8456,4.8374,5.0017,4.869,3.2028,38.734,0.00916,-0.08369,0.02519,0.00301,0.0027,-0.09712,-0.00716
20520,2013,5,6,11.494,4.559,4.8759,4.8923,5.033,4.8666,3.2003,36.486,0.00886,-0.0484,0.03206,0.00475,0.00385,-0.0143,-0.01077
20544,2013,5,7,11.406,4.584,4.9345,4.7402,5.0723,4.8594,3.1994,42.726,0.00716,-0.08527,0.08581,0.00154,0.00463,0.01844,-0.02995
20568,2013,5,8,11.762,4.6177,4.9701,4.7978,5.0952,4.8582,3.1976,41.313,0.00432,-0.07357,0.13116,0.00561,0.00292,0.01055,-0.03889
20592,2013,5,9,12.105,4.6647,4.9998,4.8701,5.115,4.8609,3.1995,40.09,0.00705,-0.07412,0.17869,0.00163,0.00275,-0.00734,-0.05169
20616,2013,5,10,12.242,4.7254,5.0588,4.9565,5.1649,4.8614,3.1995,38.572,0.00542,-0.05895,0.19224,0.00362,0.00368,-0.03452,-0.05294
20640,2013,5,11,11.697,4.3765,4.9166,4.2611,5.0126,4.8481,3.1985,32.524,0.00392,-0.0431,0.20986,0.0028,0.00405,0.01436,-0.0608
20664,2013,5,12,11.873,4.4145,4.9498,4.3094,5.0545,4.8494,3.1989,30.859,0.00271,-0.02882,0.22907,0.00286,0.00283,0.0581,-0.05667
20688,2013,5,13,12.013,4.4752,4.9828,4.409,5.0992,4.8515,3.201,29.267,0.00435,-0.04901,0.22564,0.00244,0.00275,0.05368,-0.06565
20712,2013,5,14,12.078,4.5394,5.0416,4.5052,5.1559,4.853,3.203,27.674,0.00345,-0.05968,0.22359,0.00355,0.00426,0.00956,-0.05843
20736,2013,5,15,12.098,4.3568,4.9421,4.2233,5.083,4.8489,3.2018,26.179,0.00282,-0.06307,0.19193,0.00252,0.00434,0.00444,-0.05428
20760,2013,5,16,12.247,4.381,4.9501,4.2722,5.1102,4.8478,3.2011,25.246,0.00203,-0.06654,0.14436,0.00439,0.00455,0.01995,-0.0359
20784,2013,5,17,12.498,4.4077,4.9545,4.3294,5.1394,4.8459,3.1993,24.322,0.00144,-0.07451,0.11789,0.00491,0.00518,0.02872,-0.03836
20808,2013,5,18,12.662,4.4333,4.971,4.3776,5.1587,4.845,3.1983,23.369,0.00062,-0.09349,0.1004,0.00447,0.00428,0.01967,-0.0278
20832,2013,5,19,13.018,4.5306,5.0129,4.6305,5.211,4.8469,3.1973,24.628,0.00357,-0.0895,0.12223,0.00391,0.00451,-0.02988,-0.03942
20856,2013,5,20,12.46,4.5843,5.0609,4.7172,5.2534,4.8457,3.1958,18.114,0.00117,-0.13455,0.09284,0.00653,0.00641,-0.12123,-0.0188
20880,2013,5,21,12.151,4.6219,5.0948,4.7712,5.2892,4.8446,3.1936,19.125,-0.00234,-0.15339,0.0724,0.0054,0.00491,-0.10404,-0.0223
20904,2013,5,22,11.89,4.6634,5.1337,4.8228,5.3214,4.844,3.1932,20.671,0.0016,-0.1978,0.09338,0.00221,0.00246,-0.03575,-0.02624
20928,2013,5,23,11.907,4.805,5.2025,5.1572,5.3824,4.8437,3.1942,22.822,0.00451,-0.16814,0.14661,0.00236,0.00296,-0.02126,-0.04253
20952,2013,5,24,11.895,4.8993,5.271,5.285,5.431,4.8457,3.1965,23.089,0.00591,-0.08303,0.17021,0.00197,0.00099,-0.01322,-0.04234
20976,2013,5,25,11.918,5.0039,5.364,5.4257,5.492,4.8497,3.1998,22.957,0.00889,-0.04568,0.18338,-0.00156,-0.00026,0.00809,-0.04619
21000,2013,5,26,12.046,5.1087,5.4589,5.5837,5.5518,4.8527,3.2032,22.477,0.01004,-0.02955,0.1763,0.00172,7e-05,0.02829,-0.04125
21024,2013,5,27,12.061,5.0393,5.496,5.4083,5.5489,4.8416,3.2021,22.068,0.01188,-0.04193,0.1273,-0.00031,0.00167,0.07087,-0.03318
21048,2013,5,28,12.222,5.0976,5.5674,5.5157,5.6038,4.8404,3.2018,20.49,0.01082,-0.04169,0.09782,0.00067,0.00014,0.10106,-0.0244
21072,2013,5,29,12.417,5.1425,5.6162,5.6096,5.6566,4.8411,3.2024,19.234,0.01478,-0.08804,0.08026,-0.0002,-0.00062,0.06272,-0.02656
21096,2013,5,30,12.621,5.171,5.6267,5.6911,5.6822,4.84,3.2017,18.256,0.01308,-0.08638,0.05742,0.00045,0.00175,0.01209,-0.01372
21120,2013,5,31,12.732,5.2957,5.6605,5.9324,5.7373,4.8386,3.202,17.115,0.01357,-0.0851,0.0412,0.0002,-0.0015,-0.02716,-0.00855
21144,2013,6,1,12.835,5.3003,5.6585,5.9649,5.7497,4.8387,3.2015,17.219,0.01416,-0.08451,0.01414,0.00028,0.00107,-0.05158,-0.00065
21168,2013,6,2,12.983,5.2783,5.6318,5.9288,5.7404,4.8364,3.1994,17.444,0.01127,-0.1278,-0.00601,0.00275,0.0026,-0.06678,0.0058
21192,2013,6,3,12.89,5.2221,5.5703,5.8746,5.6981,4.8322,3.1957,17.893,0.00619,-0.19589,-0.06081,0.00324,0.00266,-0.17024,0.0258
21216,2013,6,4,12.832,5.2563,5.5622,5.9229,5.7,4.8215,3.1937,19.806,0.0072,-0.14656,-0.05961,0.00196,-0.00035,-0.168,0.02539
21240,2013,6,5,12.866,5.274,5.5855,5.9096,5.7068,4.8259,3.1967,20.509,0.00785,-0.12599,0.02157,-0.00417,-0.00094,-0.12641,-0.00248
21264,2013,6,6,12.977,5.3326,5.6421,5.9906,5.7355,4.832,3.2005,20.499,0.00769,-0.1121,0.12245,-0.00108,-0.0037,-0.10864,-0.03076
21288,2013,6,7,13.112,5.4298,5.7288,6.1603,5.7851,4.8397,3.2055,20.358,0.01036,-0.08639,0.1788,-0.00446,-0.00297,-0.07542,-0.03802
21312,2013,6,8,13.47,5.456,5.7132,6.3011,5.7609,4.8427,3.2074,21.516,0.0094,-0.08351,0.19864,-0.0011,-0.00085,-0.08526,-0.04131
21336,2013,6,9,13.443,5.5548,5.7769,6.4463,5.805,4.8484,3.2104,22.313,0.00839,-0.10046,0.16615,-0.00119,-0.00078,-0.14473,-0.02535
21360,2013,6,10,13.275,5.603,5.8206,6.5058,5.8377,4.8492,3.2098,24.148,0.00436,-0.13328,0.07676,0.00237,0.00164,-0.16729,-0.00632
21384,2013,6,11,13.147,5.611,5.8448,6.4657,5.8587,4.8495,3.2096,25.714,0.00308,-0.12715,0.0253,-0.0009,0.00061,-0.10587,0.00311
21408,2013,6,12,13.063,5.6769,5.8912,6.6388,5.9109,4.8523,3.2097,26.796,0.00299,-0.13462,0.03074,0.00074,0.00052,-0.03642,-0.00088
21432,2013,6,13,13.09,5.6988,5.9219,6.6475,5.9407,4.8542,3.2111,26.459,0.00207,-0.11015,0.03932,-0.00087,0.00045,-0.04187,-0.0054
21456,2013,6,14,13.169,5.7076,5.9362,6.6558,5.9574,4.8528,3.2098,25.784,0.0036,-0.09832,0.00382,0.00205,0.00152,-0.02179,0.00478
21480,2013,6,15,13.323,5.6951,5.9294,6.6241,5.9581,4.8517,3.2087,25.05,0.00184,-0.10363,-0.03111,0.00121,0.00223,-0.0294,0.01644
21504,2013,6,16,13.663,5.6819,5.9266,6.5337,5.9574,4.8397,3.2063,22.633,0.00358,-0.09494,-0.03825,0.00033,-0.00048,-0.0049,0.0157
21528,2013,6,17,14.008,5.682,5.9233,6.5292,5.9629,4.8404,3.2066,21.635,0.00545,-0.08373,-0.00465,-0.00161,-7e-05,0.01719,0.00406
21552,2013,6,18,14.115,5.704,5.9485,6.5681,5.9877,4.8419,3.2079,20.404,0.00765,-0.07569,0.04287,-0.0031,-0.00293,0.06239,-0.01411
21576,2013,6,19,14.127,5.7422,5.9813,6.649,6.019,4.8454,3.2107,19.154,0.01157,-0.10007,0.0791,-0.00318,-0.00198,0.05027,-0.02636
21600,2013,6,20,14.38,5.9139,6.041,7.1164,6.0863,4.8436,3.2088,18.278,0.01029,-0.08626,0.06334,-0.00027,-0.00042,0.01302,-0.01799
21624,2013,6,21,14.576,5.9245,6.0373,7.161,6.0913,4.8417,3.2069,17.844,0.00837,-0.07605,0.01179,-0.0013,-0.00063,-0.00788,-0.00094
21648,2013,6,22,14.772,5.9061,6.0228,7.1356,6.0921,4.8388,3.2041,17.413,0.00461,-0.07875,-0.00605,-0.00054,0.00046,-0.00528,0.00292
21672,2013,6,23,14.984,5.9031,6.024,7.1234,6.1045,4.8394,3.204,17.116,0.00451,-0.06721,0.02123,-0.00302,-0.00297,0.00999,-0.00358
21696,2013,6,24,14.727,6.0849,6.1088,7.4893,6.1959,4.8515,3.2054,19.875,0.00755,-0.06133,0.06841,-0.0011,-0.00082,0.0524,-0.02241
21720,2013,6,25,14.618,6.1511,6.1467,7.6268,6.2307,4.8549,3.2071,18.327,0.00469,-0.01644,0.113,-0.00302,-0.00131,0.11237,-0.03609
21744,2013,6,26,14.621,6.2273,6.1926,7.7803,6.26,4.8566,3.2067,17.197,0.00778,-0.00098,0.13508,-0.00159,-0.00271,0.13806,-0.03393
21768,2013,6,27,14.78,6.2936,6.2432,7.9028,6.2959,4.8599,3.2084,16.591,0.00872,0.00652,0.12035,-0.00315,-0.00088,0.06961,-0.02436
21792,2013,6,28,14.657,6.2266,6.2629,7.6752,6.2891,4.8596,3.2088,16.419,0.00836,-0.01364,0.10323,-0.00146,-0.00228,0.04012,-0.02016
21816,2013,6,29,15.142,6.2555,6.3179,7.6813,6.3273,4.8645,3.2113,16.072,0.00946,-0.02918,0.10836,-0.00324,-0.00147,0.00069,-0.02241
21840,2013,6,30,15.619,6.2762,6.3609,7.6892,6.3609,4.8663,3.2111,15.652,0.00794,-0.04213,0.08632,-0.00022,-0.00032,-0.01454,-0.01571
21864,2013,7,1,15.664,6.2896,6.3879,7.6789,6.383,4.8702,3.2128,14.841,0.00907,-0.07841,0.06935,-0.00228,-0.00061,-0.07128,-0.00912
21888,2013,7,2,15.913,6.0723,6.2726,7.3385,6.2725,4.8716,3.2119,14.668,0.00762,-0.122,0.09269,0.00013,-0.00129,-0.1273,-0.03096
21912,2013,7,3,15.766,6.0897,6.2768,7.3217,6.2666,4.8783,3.2166,14.544,0.00832,-0.10197,0.0918,-0.00483,-0.00234,-0.19274,-0.00756
21936,2013,7,4,15.605,6.113,6.3012,7.3121,6.2838,4.8826,3.2202,15.735,0.00979,-0.10046,0.08393,-0.0041,-0.0036,-0.17199,-0.01862
21960,2013,7,5,15.381,6.1378,6.3161,7.3124,6.2946,4.8907,3.2273,17.672,0.01309,-0.14076,0.08771,-0.00497,-0.00397,-0.18684,-0.01483
21984,2013,7,6,15.473,6.3188,6.3287,7.7744,6.3347,4.9002,3.2298,19.749,0.01214,-0.14768,0.02775,-0.00177,-0.00103,-0.20258,0.00689
22008,2013,7,7,15.341,6.282,6.2979,7.6904,6.3228,4.9018,3.2323,21.595,0.01439,-0.14988,-0.03628,-0.00492,-0.00241,-0.17425,0.02239
22032,2013,7,8,15.298,6.2514,6.2947,7.584,6.3252,4.9031,3.2339,22.556,0.01685,-0.14196,-0.0499,-0.00252,-0.0016,-0.14879,0.02493
22056,2013,7,9,15.304,6.2506,6.2996,7.548,6.3363,4.9084,3.2386,23.079,0.01707,-0.1204,-0.01768,-0.00516,-0.00292,-0.13555,0.01274
22080,2013,7,10,14.831,6.3444,6.3213,7.7932,6.3734,4.9105,3.2386,25.128,0.01899,-0.11466,-0.0077,-0.00254,-0.00307,-0.12326,0.0117
22104,2013,7,11,14.795,6.3355,6.3261,7.753,6.384,4.9132,3.2406,25.487,0.01666,-0.11212,-0.02164,-0.00488,-0.00033,-0.11199,0.01333
22128,2013,7,12,14.714,6.3045,6.3047,7.6955,6.3802,4.9105,3.2369,25.974,0.01458,-0.12189,-0.04487,0.00218,0.00143,-0.09799,0.01927
22152,2013,7,13,14.673,6.2554,6.2692,7.6251,6.3734,4.9088,3.2334,26.372,0.0123,-0.1189,-0.07692,-0.00222,0.0014,-0.09038,0.02946
22176,2013,7,14,15.005,6.2726,6.2839,7.6087,6.3981,4.9038,3.2308,24.926,0.01067,-0.14564,-0.04989,-0.00127,0.00043,-0.10982,0.01825
22200,2013,7,15,14.988,6.2779,6.3022,7.5887,6.4274,4.9096,3.2332,25.196,0.00911,-0.14615,0.02472,-0.0051,-0.00283,-0.16251,0.00015
22224,2013,7,16,14.997,6.3231,6.353,7.6688,6.4662,4.9135,3.2351,25.166,0.0144,-0.13104,0.108,-0.00589,-0.0037,-0.13015,-0.02714
22248,2013,7,17,15.185,6.3916,6.4091,7.7888,6.4998,4.9191,3.2378,24.219,0.01739,-0.09885,0.13416,-0.00556,-0.00358,-0.07926,-0.03135
22272,2013,7,18,15.186,6.4063,6.4341,7.7229,6.4783,4.9241,3.2383,23.901,0.01663,-0.07912,0.13492,-0.00478,-0.00307,-0.04315,-0.03465
22296,2013,7,19,15.103,6.4676,6.4679,7.8195,6.5066,4.9295,3.2409,23.476,0.01599,-0.10424,0.11262,-0.00562,-0.0028,-0.0977,-0.01909
22320,2013,7,20,14.919,6.4809,6.4776,7.8546,6.5176,4.93,3.2406,25.036,0.01357,-0.14586,0.03981,-0.00333,-0.00256,-0.13038,0.00066
22344,2013,7,21,14.781,6.4586,6.4722,7.8166,6.5169,4.9319,3.2416,26.809,0.01143,-0.14761,-0.01345,-0.00469,-0.00221,-0.13999,0.01472
22368,2013,7,22,14.278,6.3982,6.4607,7.7021,6.5096,4.9366,3.2428,28.217,0.0116,-0.1416,-0.00125,-0.00458,-0.00335,-0.12771,0.00712
22392,2013,7,23,14.268,6.3964,6.4884,7.6681,6.5295,4.9422,3.2456,28.521,0.00891,-0.10558,0.03883,-0.00646,-0.00205,-0.11907,-0.00402
22416,2013,7,24,14.296,6.4147,6.5316,7.6777,6.5667,4.946,3.247,27.951,0.01039,-0.0925,0.08179,-0.00346,-0.00516,-0.10034,-0.01917
22440,2013,7,25,14.331,6.4462,6.571,7.7221,6.5997,4.951,3.2491,27.381,0.0131,-0.09115,0.10956,-0.00772,-0.00161,-0.11774,-0.02588
22464,2013,7,26,14.51,6.3277,6.5133,7.5016,6.5327,4.9479,3.2469,29.529,0.00807,-0.12297,0.11018,-0.00139,-0.00217,-0.12962,-0.02852
22488,2013,7,27,14.457,6.3501,6.5202,7.5408,6.5335,4.9511,3.2486,29.7,0.00724,-0.12642,0.10507,-0.00649,-0.00244,-0.15352,-0.02214
22512,2013,7,28,14.388,6.3684,6.5253,7.5833,6.5382,4.9512,3.2479,30.143,0.00548,-0.13416,0.08966,-0.00317,-0.00258,-0.12679,-0.02181
22536,2013,7,29,14.377,6.3887,6.5346,7.6284,6.5471,4.9542,3.2499,30.454,0.00492,-0.12742,0.07785,-0.00443,-0.00143,-0.10648,-0.0184
22560,2013,7,30,14.446,6.2546,6.4623,7.3373,6.467,4.9471,3.2471,29.556,0.00399,-0.11854,0.05759,-0.00406,-0.00155,-0.06368,-0.01415
22584,2013,7,31,14.654,6.2702,6.4785,7.3587,6.4876,4.95,3.2484,27.991,0.00571,-0.08231,0.08817,-0.00445,-0.00223,-0.04045,-0.02326
22608,2013,8,1,14.942,6.3041,6.4964,7.4164,6.505,4.9526,3.2492,26.153,0.00847,-0.09027,0.11142,-0.00522,-0.00252,-0.01491,-0.03397
22632,2013,8,2,15.246,6.3433,6.5182,7.4853,6.5227,4.9567,3.2518,24.367,0.00837,-0.08146,0.13489,-0.00394,-0.00132,-0.02472,-0.03865
22656,2013,8,3,15.383,6.3578,6.5112,7.5162,6.5276,4.9535,3.2498,21.811,0.00719,-0.10244,0.12934,-0.00131,-0.00016,-0.06598,-0.03501
22680,2013,8,4,15.172,6.3728,6.5004,7.571,6.5192,4.9521,3.2488,21.731,0.00401,-0.11105,0.08071,-0.00345,0.00036,-0.10714,-0.0201
22704,2013,8,5,15.055,6.3814,6.4959,7.6115,6.5219,4.9496,3.2469,22.467,0.00364,-0.13062,0.05571,-0.00188,-0.0008,-0.08974,-0.01463
22728,2013,8,6,15.1,6.3911,6.4886,7.6464,6.5211,4.9502,3.2479,22.699,0.00294,-0.1041,0.05954,-0.0032,0.00012,-0.08009,-0.01575
22752,2013,8,7,14.717,6.3636,6.4814,7.5878,6.5171,4.9464,3.2472,22.828,0.00312,-0.09304,0.09545,-0.003,-0.00197,-0.04596,-0.02595
22776,2013,8,8,14.907,6.3861,6.4972,7.6227,6.5277,4.9493,3.249,22.328,0.0034,-0.06487,0.13052,-0.00491,-0.00162,-0.02437,-0.03524
22800,2013,8,9,15.044,6.4138,6.5299,7.6598,6.5535,4.9513,3.2499,21.825,0.00548,-0.07914,0.15578,-0.00215,-0.00145,-0.02229,-0.03906
22824,2013,8,10,15.11,6.4254,6.5363,7.6893,6.5606,4.9524,3.2501,21.335,0.00535,-0.08477,0.13694,-0.00184,0.0006,-0.04165,-0.03232
22848,2013,8,11,15.709,6.3437,6.4878,7.5267,6.5148,4.9441,3.2464,19.994,0.00284,-0.09571,0.09678,-0.00085,0.00064,-0.02008,-0.02437
22872,2013,8,12,15.847,6.3407,6.4706,7.5404,6.5046,4.9438,3.2456,19.623,0.00307,-0.08409,0.08318,-0.0018,4e-05,-0.03622,-0.01926
22896,2013,8,13,15.99,6.3479,6.4803,7.5587,6.5137,4.9459,3.2465,19.173,0.00443,-0.06526,0.09933,-0.00218,-0.00169,-0.01384,-0.02738
22920,2013,8,14,16.195,6.3646,6.5006,7.5792,6.5307,4.9504,3.2498,18.74,0.00587,-0.0473,0.12148,-0.00333,-0.00173,0.01961,-0.03038
